BusinessEntityID,LoginID,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,VacationHours,SickLeaveHours,FirstName,LastName,HireYear
261,adventure-works\reinout0,Purchasing Assistant,1978-01-17,M,M,2010-12-25,51,45,Reinout,Hillmann,2010
260,adventure-works\annette0,Purchasing Assistant,1978-01-29,M,F,2010-12-06,50,45,Annette,Hill,2010
250,adventure-works\sheela0,Purchasing Manager,1978-02-10,S,F,2011-02-25,49,44,Sheela,Word,2011
211,adventure-works\hazem0,Quality Assurance Manager,1977-10-26,S,M,2009-02-28,80,60,Hazem,Abolrous,2009
212,adventure-works\peng0,Quality Assurance Supervisor,1976-03-18,M,M,2008-12-09,81,60,Peng,Wu,2008
215,adventure-works\mark0,Quality Assurance Technician,1986-04-30,S,M,2009-01-15,83,61,Mark,Harrington,2009
214,adventure-works\andreas0,Quality Assurance Technician,1989-03-28,M,M,2009-02-02,84,62,Andreas,Berglund,2009
213,adventure-works\sootha0,Quality Assurance Technician,1966-12-05,M,M,2010-02-23,85,62,Sootha,Charncherngkha,2010
216,adventure-works\sean0,Quality Assurance Technician,1976-03-06,S,M,2008-12-28,82,61,Sean,Alexander,2008
238,adventure-works\vidur0,Recruiter,1984-08-01,S,M,2009-01-01,50,45,Vidur,Luthra,2009
240,adventure-works\willis0,Recruiter,1978-07-18,S,M,2008-12-13,49,44,Willis,Johnson,2008
8,adventure-works\diane1,Research and Development Engineer,1986-06-05,S,F,2008-12-29,62,51,Diane,Margheim,2008
9,adventure-works\gigi0,Research and Development Engineer,1979-01-21,M,F,2009-01-16,63,51,Gigi,Matthew,2009
7,adventure-works\dylan0,Research and Development Manager,1987-02-24,M,M,2009-02-08,61,50,Dylan,Miller,2009
10,adventure-works\michael6,Research and Development Manager,1984-11-30,M,M,2009-05-03,16,64,Michael,Raheem,2009
284,adventure-works\tete0,Sales Representative,1978-01-05,M,M,2012-09-30,39,39,Tete,Mensa-Annan,2012
289,adventure-works\jae0,Sales Representative,1968-03-17,M,F,2012-05-30,37,38,Jae,Pak,2012
275,adventure-works\michael9,Sales Representative,1968-12-25,S,M,2011-05-31,38,39,Michael,Blythe,2011
276,adventure-works\linda3,Sales Representative,1980-02-27,M,F,2011-05-31,27,33,Linda,Mitchell,2011
277,adventure-works\jillian0,Sales Representative,1962-08-29,S,F,2011-05-31,24,32,Jillian,Carson,2011
278,adventure-works\garrett1,Sales Representative,1975-02-04,M,M,2011-05-31,33,36,Garrett,Vargas,2011
279,adventure-works\tsvi0,Sales Representative,1974-01-18,M,M,2011-05-31,29,34,Tsvi,Reiter,2011
281,adventure-works\shu0,Sales Representative,1968-03-09,M,M,2011-05-31,26,33,Shu,Ito,2011
288,adventure-works\rachel0,Sales Representative,1975-07-09,S,F,2013-05-30,35,37,Rachel,Valdez,2013
282,adventure-works\josé1,Sales Representative,1963-12-11,M,M,2011-05-31,31,35,José,Saraiva,2011
283,adventure-works\david8,Sales Representative,1974-02-11,S,M,2011-05-31,23,31,David,Campbell,2011
286,adventure-works\lynn0,Sales Representative,1977-02-14,S,F,2013-05-30,36,38,Lynn,Tsoflias,2013
280,adventure-works\pamela0,Sales Representative,1974-12-06,S,F,2011-05-31,22,31,Pamela,Ansman-Wolfe,2011
290,adventure-works\ranjit0,Sales Representative,1975-09-30,S,M,2012-05-30,34,37,Ranjit,Varkey Chudukatil,2012
225,adventure-works\alan0,Scheduling Assistant,1984-03-29,M,M,2009-02-13,47,43,Alan,Brewer,2009
224,adventure-works\william0,Scheduling Assistant,1981-11-06,M,M,2009-01-07,45,42,William,Vong,2009
226,adventure-works\brian1,Scheduling Assistant,1984-08-11,M,M,2009-03-03,48,44,Brian,LaMee,2009
223,adventure-works\sairaj0,Scheduling Assistant,1987-12-22,M,M,2009-01-26,46,43,Sairaj,Uddin,2009
14,adventure-works\michael8,Senior Design Engineer,1979-06-16,S,M,2010-12-30,3,21,Michael,Sullivan,2010
4,adventure-works\rob0,Senior Tool Designer,1974-12-23,S,M,2007-12-05,48,80,Rob,Walters,2007
11,adventure-works\ovidiu0,Senior Tool Designer,1978-01-17,S,M,2010-12-05,7,23,Ovidiu,Cracium,2010
123,adventure-works\vamsi0,Shipping and Receiving Clerk,1977-03-18,M,M,2008-12-07,95,67,Vamsi,Kuppa,2008
125,adventure-works\matthias0,Shipping and Receiving Clerk,1973-11-11,M,M,2009-01-20,94,67,Matthias,Berndt,2009
121,adventure-works\pilar0,Shipping and Receiving Supervisor,1972-09-09,S,M,2009-01-02,93,66,Pilar,Ackerman,2009
122,adventure-works\susan0,Stocker,1978-02-17,S,F,2008-12-07,97,68,Susan,Eaton,2008
124,adventure-works\kim0,Stocker,1984-04-30,S,F,2008-12-26,98,69,Kim,Ralls,2008
126,adventure-works\jimmy0,Stocker,1985-05-04,M,M,2009-02-26,96,68,Jimmy,Bischoff,2009
13,adventure-works\janice0,Tool Designer,1989-05-28,M,F,2010-12-23,8,24,Janice,Galvin,2010
12,adventure-works\thierry0,Tool Designer,1959-07-29,M,M,2007-12-11,9,24,Thierry,D'Hers,2007
2,adventure-works\terri0,Vice President of Engineering,1971-08-01,S,F,2008-01-31,1,20,Terri,Duffy,2008
25,adventure-works\james1,Vice President of Production,1983-01-07,S,M,2009-02-03,64,52,James,Hamilton,2009
273,adventure-works\brian3,Vice President of Sales,1977-06-06,S,M,2011-02-15,10,25,Brian,Welcker,2011
